"","N_EDIFICIOS_CLASSICOS","N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ","N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS","N_EDIFICIOS_EXCLUSIV_RESID","N_EDIFICIOS_1_OU_2_PISOS","N_EDIFICIOS_3_OU_MAIS_PISOS","N_EDIFICIOS_CONSTR_ANTES_1945","N_EDIFICIOS_CONSTR_1946_1980","N_EDIFICIOS_CONSTR_1981_2000","N_EDIFICIOS_CONSTR_2001_2010","N_EDIFICIOS_CONSTR_2011_2021","N_EDIFICIOS_COM_NECESSIDADES_REPARACAO","N_ALOJAMENTOS_TOTAL","N_ALOJAMENTOS_FAMILIARES","N_ALOJAMENTOS_FAM_CLASS_RHABITUAL","N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA","N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS","N_RHABITUAL_COM_ESTACIONAMENTO","N_RHABITUAL_PROP_OCUP","N_RHABITUAL_ARRENDADOS","N_AGREGADOS_DOMESTICOS_PRIVADOS","N_ADP_1_OU_2_PESSOAS","N_ADP_3_OU_MAIS_PESSOAS","N_NUCLEOS_FAMILIARES","N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25","N_INDIVIDUOS","N_INDIVIDUOS_H","N_INDIVIDUOS_M","N_INDIVIDUOS_0_14","N_INDIVIDUOS_15_24","N_INDIVIDUOS_25_64","N_INDIVIDUOS_65_OU_MAIS","postal_code"
"2335",59,15,44,57,15,44,39,18,0,0,2,41,439,439,334,105,32,25,122,191,334,234,100,193,96,721,342,379,93,64,433,131,"1170-307"
"2336",3,0,3,3,0,3,1,2,0,0,0,0,24,24,20,4,1,0,8,9,20,11,9,10,7,52,20,32,7,14,27,4,"1170-173"
"2337",38,1,37,37,1,37,34,4,0,0,0,12,230,230,181,49,6,3,72,92,181,132,49,94,45,357,160,197,43,31,213,70,"1900-104"
"2338",65,44,20,63,46,19,1,63,0,1,0,23,195,194,148,46,11,9,49,88,148,107,41,84,45,346,150,196,48,30,167,101,"1070-221"
"2339",16,2,14,10,0,16,13,2,1,0,0,2,104,104,74,30,2,17,31,38,74,50,24,43,18,180,89,91,15,20,115,30,"1150-083"
"2340",13,1,11,8,0,13,0,12,1,0,0,7,77,76,44,32,1,2,25,15,44,28,16,27,14,109,45,64,18,19,52,20,"1150-217"
"2341",36,0,36,34,1,35,35,1,0,0,0,10,216,216,162,54,8,2,72,75,162,117,45,95,43,337,154,183,40,38,176,83,"1900-028"
"2342",26,5,21,21,11,15,12,14,0,0,0,14,295,295,202,93,83,117,99,85,202,138,64,124,67,446,201,245,69,48,213,116,"1070-072"
"2343",31,0,31,27,0,31,6,25,0,0,0,9,226,226,168,58,12,6,77,81,168,117,51,102,38,349,161,188,33,26,203,87,"1900-104"
"2344",11,0,11,11,0,11,0,0,11,0,0,9,239,239,205,34,99,7,4,197,205,127,78,155,83,520,246,274,90,75,253,102,"1350-097"
"2345",9,2,6,8,5,4,1,8,0,0,0,5,33,32,8,24,0,0,1,7,9,9,0,2,0,14,7,7,0,0,6,8,"1169-060"
"2346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1350-322"
"2347",14,6,8,10,4,10,12,0,0,2,0,5,39,39,15,24,2,2,6,9,15,13,2,8,3,28,17,11,4,1,15,8,"1250-184"
"2348",13,1,12,9,1,12,8,5,0,0,0,7,76,76,54,22,0,0,16,35,54,41,13,24,9,102,47,55,12,7,61,22,"1100-116"
"2349",2,0,2,2,0,2,0,0,2,0,0,1,41,41,37,4,17,1,32,2,37,25,12,27,16,79,33,46,13,5,47,14,"1400-406"
"2350",4,3,1,4,2,2,0,1,1,2,0,1,16,16,12,4,4,0,12,0,12,9,3,9,2,24,11,13,0,3,11,10,"1400-406"
"2351",31,15,16,27,11,20,30,0,0,1,0,15,126,126,65,61,11,8,16,46,65,52,13,24,9,122,70,52,6,16,75,25,"1250-083"
"2352",37,6,31,24,5,32,20,4,7,5,1,14,169,169,103,66,3,1,21,76,103,77,26,60,25,216,105,111,22,14,134,46,"1100-289"
"2353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1250-187"
"2354",17,4,13,14,4,13,15,1,0,0,1,0,64,64,37,27,2,2,16,18,37,29,8,20,6,73,41,32,3,6,39,25,"1200-296"
"2355",55,42,13,55,46,9,3,51,1,0,0,54,113,113,74,39,16,1,9,61,74,56,18,36,17,145,64,81,25,12,79,29,"1350-297"
"2356",47,25,22,41,23,24,44,2,0,1,0,30,185,185,105,80,5,5,40,59,105,81,24,53,20,199,103,96,17,16,111,55,"1100-495"
"2357",31,9,21,26,8,23,21,5,1,0,4,18,215,214,148,66,34,46,81,52,148,86,62,97,60,379,176,203,68,40,194,77,"1250-246"
"2358",8,1,7,4,0,8,8,0,0,0,0,5,50,50,38,12,1,0,11,22,38,28,10,20,10,75,35,40,9,5,51,10,"1200-423"
"2359",53,17,36,37,17,36,45,4,1,2,1,25,198,198,129,69,10,2,14,109,129,85,44,60,31,313,187,126,33,31,188,61,"1100-335"
"2360",22,0,22,16,0,22,21,1,0,0,0,7,108,108,72,36,4,0,9,61,72,50,22,36,14,160,74,86,12,20,102,26,"1150-306"
"2361",6,6,0,6,6,0,0,4,2,0,0,1,6,6,5,1,1,1,4,1,5,2,3,2,2,14,7,7,3,5,6,0,"1400-406"
"2362",15,15,0,15,13,2,0,14,0,1,0,1,15,15,13,2,3,10,11,1,13,5,8,9,9,38,21,17,9,9,18,2,"1400-406"
"2363",6,2,4,5,0,6,4,1,0,1,0,3,27,27,10,17,3,4,4,6,10,7,3,8,2,24,12,12,4,1,13,6,"1250-114"
"2364",9,0,9,5,0,9,0,0,4,5,0,4,275,275,201,74,199,201,135,55,201,114,87,141,91,515,253,262,122,50,299,44,"1990-601"
"2365",5,0,5,5,0,5,0,0,0,5,0,4,43,43,38,5,36,38,30,5,38,20,18,28,17,102,54,48,23,11,64,4,"1990-024"
"2366",14,1,13,13,1,13,5,9,0,0,0,2,147,147,119,28,8,3,48,63,119,100,19,56,21,215,95,120,22,14,106,73,"1350-075"
"2367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1350-075"
"2368",21,0,21,18,0,21,2,19,0,0,0,20,222,222,168,54,12,18,70,81,168,117,51,89,43,354,159,195,52,31,163,108,"1350-261"
"2369",15,1,14,8,0,15,11,1,0,1,2,10,94,94,49,45,4,8,13,34,49,45,4,21,5,78,38,40,4,3,53,18,"1200-192"
"2370",26,0,26,23,2,24,18,5,2,0,1,21,234,234,170,64,50,31,77,82,170,118,52,91,54,366,170,196,68,35,180,83,"1350-126"
"2371",21,2,19,19,3,18,5,10,4,0,2,4,109,109,74,35,5,5,43,28,74,56,18,37,19,143,75,68,19,14,80,30,"1070-069"
"2372",8,1,7,8,1,7,1,7,0,0,0,4,59,59,40,19,0,0,28,6,40,27,13,20,13,79,37,42,12,6,46,15,"1070-070"
"2373",20,1,19,18,1,19,6,14,0,0,0,4,140,140,113,27,8,0,46,60,113,87,26,60,28,223,105,118,29,13,133,48,"1170-139"
"2374",69,63,6,69,69,0,62,7,0,0,0,69,98,98,64,34,10,5,0,64,64,48,16,38,18,124,59,65,13,15,58,38,"1900"
"2375",21,3,17,16,0,21,7,9,3,0,2,10,156,155,108,47,16,24,48,57,109,71,38,63,29,253,133,120,31,20,156,46,"1150-007"
"2376",31,10,21,31,27,4,28,3,0,0,0,29,113,113,65,48,2,0,13,48,65,48,17,32,15,120,53,67,13,10,64,33,"1900"
"2377",4,0,4,3,0,4,0,3,0,1,0,3,41,41,29,12,8,7,17,9,29,24,5,10,4,49,24,25,4,2,33,10,"1050-115"
"2378",1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,12,52,0,0,0,64,"1959-007"
"2379",7,0,7,7,0,7,0,0,7,0,0,0,131,131,108,23,32,108,79,20,108,62,46,74,47,269,142,127,44,38,159,28,"1600-054"
"2380",16,0,16,15,0,16,0,10,6,0,0,5,140,140,110,30,1,5,86,16,110,60,50,80,38,273,137,136,38,19,153,63,"1800-999"
"2381",11,0,11,9,0,11,0,11,0,0,0,0,161,161,129,32,61,2,0,123,129,95,34,76,37,265,114,151,43,23,110,89,"1700-111"
"2382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600-209"
"2383",29,10,19,22,5,24,26,2,1,0,0,18,89,89,68,21,4,0,15,50,68,38,30,46,24,195,119,76,20,22,129,24,"1100-335"
"2384",8,0,8,7,0,8,1,7,0,0,0,5,51,51,39,12,1,0,27,12,39,33,6,18,6,69,29,40,9,2,37,21,"1900-462"
"2385",10,0,10,4,0,10,10,0,0,0,0,5,42,42,16,26,0,0,4,11,16,13,3,8,4,27,13,14,2,3,16,6,"1200-073"
"2386",4,1,3,1,0,4,1,3,0,0,0,2,20,20,12,8,5,0,5,7,12,8,4,7,4,32,23,9,5,2,25,0,"1100-524"
"2387",27,9,18,24,9,18,16,6,2,0,3,4,122,122,93,29,13,36,40,47,93,51,42,67,39,254,127,127,58,24,137,35,"1249-093"
"2388",19,5,14,12,1,18,16,2,1,0,0,6,69,69,36,33,2,3,12,24,36,28,8,16,5,69,37,32,7,4,31,27,"1200-085"
"2389",28,7,21,22,1,27,20,3,3,0,2,10,114,114,85,29,10,8,25,54,85,65,20,45,24,171,75,96,36,14,83,38,"1200-701"
"2390",18,18,0,18,4,14,1,13,3,1,0,2,18,18,15,3,1,3,13,1,15,4,11,14,8,48,27,21,12,3,24,9,"1400-406"
"2391",7,0,7,4,0,7,7,0,0,0,0,3,55,55,36,19,4,0,5,26,36,27,9,14,8,90,59,31,11,7,59,13,"1150-199"
"2392",29,3,26,21,3,26,16,8,0,2,3,16,148,148,83,65,5,9,26,52,83,65,18,33,16,157,80,77,11,21,86,39,"1250-217"
"2393",12,4,8,7,5,7,11,1,0,0,0,5,41,41,17,24,2,1,7,9,17,14,3,6,3,31,16,15,5,2,15,9,"1200-099"
"2394",4,1,3,2,0,4,3,0,0,1,0,2,8,8,6,2,1,2,4,2,6,5,1,2,0,9,4,5,0,0,5,4,"1250-127"
"2395",28,4,24,24,8,20,0,25,0,0,3,19,151,151,128,23,2,0,45,76,128,103,25,70,29,239,96,143,23,20,139,57,"1350-097"
"2396",21,20,1,20,1,20,0,15,5,1,0,11,24,24,19,5,2,13,10,5,19,11,8,13,10,45,20,25,5,9,22,9,"1099-035"
"2397",27,17,10,27,24,3,26,1,0,0,0,27,64,64,35,29,1,2,2,32,35,27,8,21,7,70,38,32,5,10,33,22,"1900-194"
"2398",27,0,27,22,0,27,11,12,2,2,0,1,283,283,214,69,38,27,108,93,214,150,64,101,54,437,216,221,48,51,254,84,"1150-192"
"2399",70,58,12,69,56,14,2,62,4,2,0,7,264,264,201,63,23,19,111,73,201,141,60,116,52,432,179,253,45,46,205,136,"1170-230"
"2400",14,0,14,14,0,14,0,0,0,14,0,0,180,180,158,22,151,158,135,15,158,65,93,128,96,445,216,229,104,56,246,39,"1750-441"
"2401",35,18,17,33,24,11,0,25,10,0,0,30,113,113,96,17,11,7,14,73,96,66,30,67,31,212,97,115,27,24,102,59,"1600-546"
"2402",5,0,5,5,0,5,0,0,0,5,0,0,148,148,132,16,118,132,98,23,132,69,63,85,62,327,165,162,71,40,205,11,"1750-429"
"2403",28,0,28,24,0,28,0,28,0,0,0,18,565,565,407,158,47,8,185,197,407,294,113,240,100,843,376,467,91,78,459,215,"1900-339"
"2404",6,0,6,6,0,6,0,6,0,0,0,2,54,54,42,12,5,0,24,15,42,35,7,19,5,75,32,43,2,8,38,27,"1900-194"
"2405",56,52,4,56,55,1,3,53,0,0,0,48,86,86,64,22,7,1,4,59,64,46,18,37,20,135,68,67,22,18,69,26,"1099-035"
"2406",26,3,23,25,4,22,4,21,0,1,0,5,170,170,132,38,15,16,44,83,132,87,45,77,35,338,177,161,52,18,213,55,"1170-317"
"2407",12,1,10,9,1,11,4,8,0,0,0,1,98,97,70,27,6,7,42,22,71,55,16,36,16,157,64,93,17,9,77,54,"1150-002"
"2408",32,2,30,24,1,31,20,11,1,0,0,4,303,303,234,69,50,63,100,113,234,164,70,124,65,504,244,260,74,51,280,99,"1169-045"
"2409",16,9,7,15,10,6,9,7,0,0,0,7,46,46,34,12,2,0,17,15,34,23,11,22,7,73,29,44,7,4,42,20,"1070-073"
"2410",4,3,0,4,3,1,1,2,0,1,0,4,4,3,2,1,1,2,0,2,2,1,1,2,0,24,11,13,19,0,4,1,"1500-462"
"2411",18,0,18,13,0,18,0,17,0,1,0,0,187,187,142,45,11,4,55,69,142,86,56,84,53,330,156,174,65,30,170,65,"1000-266"
"2412",18,0,18,15,0,18,0,14,2,1,1,6,120,120,76,44,15,17,39,29,76,67,9,30,9,123,56,67,3,12,78,30,"1600-093"
"2413",29,1,28,25,0,29,17,7,4,1,0,12,302,302,232,70,58,126,125,90,232,152,80,146,68,530,260,270,53,73,301,103,"1649-021"
"2414",21,6,15,14,7,14,2,1,4,14,0,3,158,158,111,47,63,80,47,56,111,58,53,80,58,306,164,142,74,47,162,23,"1500-618"
"2415",22,0,22,19,0,22,1,21,0,0,0,0,177,177,125,52,1,4,44,72,125,96,29,62,27,235,92,143,31,8,142,54,"1500-133"
"2416",5,0,5,2,0,5,0,0,0,5,0,1,207,207,155,52,145,154,89,36,155,114,41,74,40,298,137,161,43,17,202,36,"1750-170"
"2417",24,0,24,20,0,24,0,24,0,0,0,9,369,369,315,54,107,9,258,37,315,210,105,193,89,691,321,370,92,60,341,198,"1800-081"
"2418",21,21,0,21,1,20,0,0,18,3,0,0,21,21,18,3,9,18,16,0,18,8,10,18,10,57,32,25,7,12,27,11,"1600-645"
"2419",14,0,14,14,0,14,0,0,14,0,0,0,162,162,153,9,31,4,7,142,153,68,85,134,77,465,223,242,82,57,252,74,"1600-003"
"2420",19,0,19,16,0,19,0,19,0,0,0,3,358,358,276,82,79,2,168,79,276,201,75,152,63,572,245,327,58,64,282,168,NA
"2421",21,0,21,19,0,21,0,21,0,0,0,21,208,208,154,54,20,1,111,36,154,105,49,92,41,320,142,178,33,28,163,96,"1500-530"
"2422",9,0,9,6,0,9,0,0,9,0,0,0,142,142,125,17,62,13,104,17,125,72,53,92,48,320,150,170,60,32,138,90,"1600-155"
"2423",7,0,7,6,0,7,0,7,0,0,0,2,102,102,88,14,45,48,52,29,88,65,23,55,20,180,88,92,21,11,80,68,"1500-597"
"2424",29,0,28,26,0,29,0,28,1,0,0,14,357,356,260,96,24,3,180,62,260,182,78,153,62,573,277,296,53,55,308,157,"1500-593"
"2425",4,4,0,4,3,1,3,1,0,0,0,4,5,5,4,1,1,0,2,1,4,2,2,3,2,10,4,6,3,1,4,2,"1900-107"
"2426",28,27,1,28,28,0,16,5,5,2,0,4,31,31,27,4,9,20,21,4,27,22,5,18,4,56,24,32,7,0,30,19,"1070-181"
"2427",5,0,5,0,0,5,5,0,0,0,0,4,9,9,6,3,0,0,4,2,6,5,1,1,1,10,8,2,2,0,7,1,"1100-054"
"2428",6,0,6,6,0,6,0,0,0,6,0,3,153,153,138,15,110,6,4,131,138,72,66,101,64,365,168,197,75,57,163,70,"1300-125"
"2429",15,2,13,15,2,13,7,6,2,0,0,5,84,84,52,32,6,8,30,18,52,25,27,38,23,148,69,79,23,31,73,21,"1200-602"
"2430",12,2,10,7,3,9,12,0,0,0,0,11,37,37,16,21,2,4,6,10,16,13,3,6,2,26,10,16,3,0,11,12,"1200-270"
"2431",36,9,26,30,4,32,23,10,2,1,0,21,175,174,115,59,10,19,58,54,115,84,31,61,31,240,105,135,35,21,129,55,"1200-624"
"2432",25,9,16,24,8,17,11,12,0,1,1,15,125,125,88,37,20,24,33,44,88,73,15,37,18,164,72,92,19,13,103,29,"1350-251"
"2433",15,4,11,12,5,10,14,1,0,0,0,0,66,66,40,26,2,0,17,18,40,28,12,16,9,75,36,39,11,2,44,18,"1200-996"
"2434",20,2,18,12,3,17,20,0,0,0,0,1,58,58,27,31,0,0,10,16,27,22,5,11,5,51,24,27,3,5,32,11,"1200-032"
"2435",5,1,4,3,0,5,3,0,2,0,0,3,19,19,4,15,0,0,0,3,4,2,2,2,0,8,4,4,0,0,7,1,"1100-051"
"2436",17,0,17,17,0,17,0,17,0,0,0,9,182,182,164,18,13,3,51,109,164,69,95,134,64,479,244,235,76,60,232,111,"1300-070"
"2437",20,3,17,11,3,17,20,0,0,0,0,2,67,67,46,21,4,0,6,37,46,39,7,19,7,77,39,38,5,6,47,19,"1100-081"
"2438",20,9,11,13,4,16,20,0,0,0,0,17,48,48,36,12,0,0,2,27,36,24,12,18,10,77,39,38,8,9,43,17,NA
"2439",14,14,0,14,12,2,0,13,0,1,0,2,14,14,12,2,1,10,12,0,12,6,6,10,5,31,16,15,3,4,15,9,"1349-016"
"2440",40,28,12,40,25,15,22,17,1,0,0,14,125,125,108,17,8,18,45,59,108,58,50,84,40,282,129,153,35,35,139,73,"1300-070"
"2441",20,4,16,9,6,14,17,1,2,0,0,14,60,60,32,28,1,0,6,24,32,25,7,14,6,58,31,27,5,6,29,18,"1100-274"
"2442",40,31,9,39,38,2,35,5,0,0,0,25,84,84,37,47,1,0,6,28,37,28,9,17,6,67,30,37,2,8,38,19,"1350-188"
"2443",6,1,5,5,1,5,6,0,0,0,0,0,25,25,10,15,0,1,1,8,10,8,2,4,3,17,8,9,3,1,13,0,"1100-029"
"2444",8,2,6,6,1,7,7,0,1,0,0,7,30,30,24,6,1,0,4,19,24,16,8,8,6,59,44,15,5,3,49,2,"1100-042"
"2445",1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3,20,0,0,0,23,"1100-145"
"2446",26,9,17,18,10,16,25,1,0,0,0,7,70,70,46,24,2,0,9,37,46,37,9,22,8,85,45,40,11,10,43,21,"1100-029"
"2447",24,5,19,20,1,23,10,6,3,2,3,3,140,140,107,33,9,53,52,45,107,64,43,70,39,272,137,135,51,29,133,59,"1200-780"
"2448",22,4,17,11,2,20,19,1,2,0,0,18,107,106,72,34,2,0,27,39,72,45,27,51,25,201,106,95,28,27,115,31,"1100-232"
"2449",5,4,1,5,0,5,5,0,0,0,0,3,11,11,7,4,0,0,0,6,7,7,0,0,0,7,5,2,0,0,2,5,"1100-203"
"2450",10,1,9,5,0,10,10,0,0,0,0,5,63,63,43,20,2,2,5,37,43,37,6,16,6,69,35,34,5,5,28,31,"1249-115"
"2451",15,4,11,6,3,12,15,0,0,0,0,5,32,32,19,13,0,0,5,13,19,14,5,6,2,34,12,22,2,6,14,12,"1100-616"
"2452",13,3,10,11,2,11,10,0,1,0,2,5,56,56,23,33,4,3,5,15,23,14,9,10,6,48,24,24,7,3,30,8,"1150-291"
"2453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1250-036"
"2454",34,6,28,28,8,26,30,3,0,0,1,24,197,197,158,39,12,1,68,81,158,105,53,73,36,378,205,173,39,41,242,56,"1150-087"
"2455",27,0,25,22,0,27,11,16,0,0,0,2,261,258,210,48,2,3,84,106,210,146,64,112,52,465,225,240,48,33,308,76,"1170-234"
"2456",17,1,16,14,1,16,9,8,0,0,0,11,99,99,78,21,2,0,35,37,78,64,14,41,12,143,59,84,7,10,91,35,"1170-163"
"2457",42,3,39,38,2,40,6,29,6,0,1,14,445,445,344,101,38,112,162,163,344,275,69,159,67,628,272,356,64,53,337,174,"1500-409"
"2458",15,0,15,14,0,15,0,14,1,0,0,0,317,317,271,46,139,161,209,24,271,176,95,177,79,636,278,358,81,69,280,206,"1500-588"
"2459",35,35,0,35,35,0,0,30,5,0,0,5,35,35,26,9,14,18,25,0,26,8,18,21,11,74,35,39,15,5,41,13,"1500-618"
"2460",49,48,0,49,48,1,1,31,16,0,1,46,50,49,6,43,1,1,0,2,6,1,5,7,5,58,23,35,9,5,12,32,"1675-632"
"2461",6,0,6,6,0,6,0,6,0,0,0,0,115,115,97,18,27,2,43,47,97,76,21,53,22,197,91,106,22,15,100,60,"1800-279"
"2462",24,24,0,24,4,20,0,0,24,0,0,0,24,24,22,2,6,22,21,1,22,15,7,15,6,52,22,30,7,5,20,20,"1800-368"
"2463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-156"
"2464",22,3,19,20,3,19,4,18,0,0,0,2,204,204,166,38,19,19,82,72,166,127,39,100,38,337,149,188,30,30,170,107,"1800-279"
"2465",9,0,9,6,0,9,0,0,0,9,0,1,333,333,280,53,266,279,223,42,280,158,122,187,127,692,347,345,164,63,416,49,"1750-429"
"2466",17,17,0,17,14,3,1,15,1,0,0,4,17,17,13,4,2,11,11,0,13,6,7,13,7,39,21,18,1,11,19,8,"1800-192"
"2467",5,0,5,3,0,5,0,0,0,5,0,0,146,146,128,18,122,127,102,20,128,74,54,89,57,300,142,158,54,33,191,22,"1750-316"
"2468",40,38,2,40,38,2,0,19,21,0,0,35,78,78,39,39,5,4,15,23,39,29,10,25,7,83,37,46,8,6,33,36,"1675-632"
"2469",1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,3,2,12,4,8,5,1,5,1,"1675-632"
"2470",16,7,9,16,10,6,1,14,1,0,0,8,78,78,58,20,6,4,6,46,58,36,22,41,26,143,63,80,24,23,71,25,"1750-123"
"2471",1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,3,1,10,4,6,0,1,8,1,"1750-111"
"2472",10,0,10,8,4,6,0,5,0,5,0,5,115,115,103,12,58,57,60,39,103,54,49,72,58,273,123,150,58,41,166,8,"1750-462"
"2473",3,0,3,3,0,3,0,0,0,3,0,0,60,60,58,2,33,0,0,56,58,39,19,38,20,135,58,77,32,16,52,35,"1750-462"
"2474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1750-111"
"2475",20,20,0,20,18,2,0,20,0,0,0,2,22,22,21,1,4,18,16,1,21,13,8,17,7,51,27,24,6,4,21,20,"1800-362"
"2476",9,0,8,5,0,9,0,9,0,0,0,3,191,190,142,48,52,126,100,24,142,99,43,84,28,314,134,180,30,25,125,134,NA
"2477",7,0,7,5,0,7,0,0,0,7,0,0,224,224,193,31,168,193,159,24,193,103,90,137,91,481,224,257,92,57,283,49,"1750-105"
"2478",14,0,13,11,0,14,0,2,4,8,0,1,348,347,304,43,275,301,265,21,304,167,137,236,127,836,422,414,125,132,414,165,"1750-151"
"2479",6,0,6,5,0,6,0,0,0,6,0,0,220,220,200,20,182,8,7,184,200,84,116,182,108,612,283,329,98,109,316,89,"1750-416"
"2480",15,0,15,10,0,15,0,0,15,0,0,3,79,79,48,31,38,48,32,14,48,34,14,35,16,109,52,57,19,10,56,24,"1990-011"
"2481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-265"
"2482",4,4,0,4,4,0,4,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1750-416"
"2483",15,0,15,14,0,15,0,15,0,0,0,7,161,161,130,31,7,17,93,25,130,94,36,79,29,266,117,149,26,28,133,79,"1800-329"
"2484",2,0,2,0,0,2,0,0,0,2,0,0,227,227,111,116,109,109,38,64,111,80,31,52,30,217,106,111,33,20,150,14,"1990-156"
"2485",22,22,0,22,18,4,15,6,0,1,0,4,22,22,18,4,3,15,17,0,18,7,11,15,9,54,29,25,14,4,24,12,"1749-077"
"2486",14,3,11,11,4,10,0,13,1,0,0,4,182,182,143,39,36,3,69,59,143,99,44,89,29,309,143,166,31,15,169,94,"1885-031"
"2487",7,7,0,7,4,3,4,1,0,2,0,1,7,7,6,1,1,4,5,1,6,3,3,3,2,13,5,8,2,2,8,1,"1749-077"
"2488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1800-362"
"2489",7,0,7,7,0,7,0,0,7,0,0,0,187,187,178,9,96,2,11,157,178,83,95,148,88,524,254,270,99,80,274,71,"1750-184"
"2490",15,7,8,14,7,8,7,8,0,0,0,3,115,115,99,16,36,52,63,26,99,79,20,53,14,185,82,103,5,15,82,83,"1800-279"
"2491",14,5,5,14,6,8,8,0,2,0,4,1,44,40,24,15,17,21,21,3,27,11,16,20,17,128,53,75,23,8,72,25,"1600-546"
"2492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1800-111"
"2493",13,0,13,11,0,13,0,13,0,0,0,8,327,327,274,53,77,9,186,74,274,183,91,166,81,604,273,331,64,66,321,153,"1800-245"
"2494",10,5,5,9,6,4,0,0,10,0,0,5,106,106,84,22,31,4,62,16,84,64,20,42,20,168,78,90,24,12,95,37,"1600-625"
"2495",9,0,9,9,0,9,0,9,0,0,0,3,202,202,173,29,112,0,127,30,173,119,54,104,49,363,165,198,43,31,175,114,"1800-119"
"2496",2,0,0,2,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,5,28,"1700-284"
"2497",29,29,0,28,29,0,1,26,0,0,2,13,30,30,27,3,16,16,22,1,27,20,7,16,3,60,32,28,2,8,20,30,"1700-322"
"2498",15,12,3,15,9,6,0,15,0,0,0,4,86,86,77,9,29,11,60,14,77,44,33,47,21,188,96,92,19,20,99,50,"1800-119"
"2499",25,25,0,25,25,0,0,24,1,0,0,23,25,25,24,1,11,14,19,3,24,15,9,15,5,55,30,25,4,2,32,17,"1700-079"
"2500",49,49,0,49,37,12,16,24,4,5,0,5,50,50,41,9,4,35,35,4,41,21,20,35,16,110,54,56,15,11,49,35,"1800-281"
"2501",16,0,16,16,0,16,0,0,0,16,0,0,359,359,300,59,231,299,227,52,300,188,112,174,119,670,310,360,135,66,431,38,"1750-204"
"2502",47,47,0,47,43,4,15,27,3,1,1,10,47,47,35,12,7,31,32,1,35,20,15,29,14,83,42,41,11,9,36,27,"1800-281"
"2503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1675-632"
"2504",6,0,6,6,0,6,0,0,6,0,0,0,32,32,22,10,22,21,15,4,22,10,12,20,10,68,36,32,19,4,26,19,"1990-134"
"2505",9,0,9,7,0,9,0,0,3,6,0,0,239,239,209,30,192,209,174,31,209,91,118,163,122,585,271,314,152,63,339,31,"1700-474"
"2506",3,1,0,3,3,0,0,2,1,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,29,17,12,0,0,24,5,NA
"2507",17,7,10,17,3,14,11,0,6,0,0,3,70,70,58,12,18,38,42,11,58,33,25,44,27,156,73,83,27,24,74,31,"1600-188"
"2508",28,28,0,28,28,0,8,0,20,0,0,28,30,30,16,14,4,2,10,6,16,10,6,12,6,41,20,21,3,8,16,14,"1600-587"
"2509",9,4,4,9,3,6,2,4,1,1,1,7,32,31,23,8,5,7,6,15,23,17,6,18,9,84,27,57,9,4,26,45,"1600-766"
"2510",10,0,10,10,0,10,0,10,0,0,0,2,83,83,69,14,4,5,54,12,69,45,24,50,19,172,77,95,21,18,88,45,"1750-025"
