X,Y,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
-85404.8264800359,-102753.69915047,37617,11062101306,11,1106,110621,110621013,013,06,01306,11062101306,1,17,170,45,45,0,45,44,1,7,38,0,0,0,43,45,45,37,8,8,2,0,37,37,21,16,25,16,93,47,46,15,13,46,19,918.711608815119,43898.2798238394
-88606.2887079515,-102666.25469913,37618,11065701601,11,1106,110657,110657016,016,01,01601,11065701601,1,17,170,23,0,21,15,0,23,1,19,1,2,0,7,173,171,132,39,36,19,50,70,132,92,40,76,31,371,150,221,37,21,172,141,509.683461445041,15516.2992061297
-89770.9065845378,-102719.570300039,37619,11061000102,11,1106,110610,110610001,001,02,00102,11061000102,1,17,170,11,0,11,5,0,11,0,11,0,0,0,3,221,221,151,70,18,22,73,66,151,105,46,74,33,312,143,169,30,33,172,77,908.853135911304,38924.8472431093
-89541.1795388605,-102672.287149851,37620,11063902303,11,1106,110639,110639023,023,03,02303,11063902303,1,17,170,22,0,21,16,1,21,0,20,2,0,0,0,227,226,141,85,20,16,79,52,142,111,31,69,24,268,112,156,23,15,154,76,460.149324739873,13275.705289552
-87326.6596031393,-102716.372749197,37621,11065501806,11,1106,110655,110655018,018,06,01806,11065501806,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.746367187705,19038.0002311129
-87434.2532493134,-102615.528649999,37622,11065501511,11,1106,110655,110655015,015,11,01511,11065501511,1,17,170,22,20,2,22,3,19,17,1,2,2,0,0,31,31,23,8,2,0,20,2,23,14,9,14,9,55,22,33,9,7,29,10,277.712880836991,3267.18758280996
-87823.6175371409,-102638.992799656,37623,11065700802,11,1106,110657,110657008,008,02,00802,11065700802,1,17,170,19,1,18,13,0,19,0,8,10,1,0,8,286,286,220,66,27,19,94,106,220,155,65,129,62,465,182,283,56,43,232,134,616.248305268179,20543.3369107238
-93085.2587794402,-102797.770749704,37624,11060803105,11,1106,110608,110608031,031,05,03105,11060803105,1,17,170,4,3,0,4,3,1,0,0,3,1,0,3,4,3,2,1,1,0,0,1,2,2,0,0,0,82,29,53,0,0,4,78,1343.2052942709,97654.2742521446
-88912.3343224957,-102658.194250001,37625,11065701002,11,1106,110657,110657010,010,02,01002,11065701002,1,17,170,21,0,20,18,0,21,4,13,1,3,0,17,256,255,179,75,47,47,87,68,180,140,40,94,41,369,169,200,53,32,181,103,555.757065009472,16722.7729278282
-87653.1732477745,-102615.260799999,37626,11065501512,11,1106,110655,110655015,015,12,01512,11065501512,1,17,170,4,0,4,3,0,4,4,0,0,0,0,0,22,22,20,2,0,0,17,0,20,7,13,17,11,64,34,30,13,12,33,6,384.01072907451,5894.67264835935
-88345.95549033,-102635.968450004,37627,11065700704,11,1106,110657,110657007,007,04,00704,11065700704,1,17,170,10,0,10,9,0,10,3,6,0,1,0,4,93,93,60,33,12,11,37,17,60,34,26,45,26,156,78,78,31,19,74,32,535.770675639356,17564.6805709126
-90105.8169316496,-102731.484450141,37628,11061000605,11,1106,110610,110610006,006,05,00605,11061000605,1,17,170,6,0,6,3,0,6,0,0,0,6,0,0,329,329,230,99,223,230,175,44,230,162,68,150,65,502,242,260,68,42,261,131,1252.07758802759,86253.5790540307
-87651.0975235256,-102579.069500945,37629,11065501513,11,1106,110655,110655015,015,13,01513,11065501513,1,17,170,25,23,2,25,17,8,25,0,0,0,0,0,31,31,25,6,4,2,22,2,25,14,11,18,11,68,35,33,16,8,28,16,312.907700475175,3741.32839067603
-89676.6808102664,-102562.726699408,37630,11063902304,11,1106,110639,110639023,023,04,02304,11063902304,1,17,170,22,2,20,22,1,21,13,5,0,3,1,2,113,113,84,29,10,9,45,31,84,54,30,44,32,184,81,103,35,18,102,29,375.394255106249,7464.78999400866
-89795.1307244408,-102608.969450439,37631,11063902305,11,1106,110639,110639023,023,05,02305,11063902305,1,17,170,19,0,19,18,0,19,7,10,2,0,0,0,173,173,103,70,9,13,56,38,103,68,35,55,35,225,112,113,36,22,124,43,525.67874418139,11669.7412780785
-86311.8230297953,-102613.583399114,37632,11065500901,11,1106,110655,110655009,009,01,00901,11065500901,1,17,170,7,0,7,6,0,7,0,1,6,0,0,3,112,112,99,12,48,2,8,53,100,56,44,76,42,258,117,141,47,29,136,46,504.099770988158,11684.6548251829
-88478.5500422791,-102649.506449815,37633,11065701602,11,1106,110657,110657016,016,02,01602,11065701602,1,17,170,6,0,5,4,0,6,0,6,0,0,0,2,94,93,73,20,21,1,49,13,74,52,22,38,20,168,81,87,21,24,83,40,542.333617627249,17577.0789269419
-88133.877929777,-101280.955,37634,11065402804,11,1106,110654,110654028,028,04,02804,11065402804,1,17,170,10,0,10,9,0,10,0,10,0,0,0,0,63,63,50,13,3,0,35,11,50,31,19,30,14,113,55,58,24,3,59,27,343.76415440421,6721.50240775483
-86193.6336034239,-101308.407850023,37635,11062100301,11,1106,110621,110621003,003,01,00301,11062100301,1,17,170,18,0,18,18,0,18,0,0,18,0,0,2,240,240,220,20,113,4,80,135,220,120,100,174,82,564,254,310,74,67,321,102,550.328929158359,13825.3496636508
-93177.5506766297,-101328.513799397,37636,11060802303,11,1106,110608,110608023,023,03,02303,11060802303,1,17,170,25,0,25,23,0,25,0,21,2,2,0,8,267,267,194,73,65,32,130,55,194,152,42,112,45,385,169,216,46,23,203,113,884.631269956677,35894.21130037
-85987.2341667236,-101346.424949231,37637,11062102503,11,1106,110621,110621025,025,03,02503,11062102503,1,17,170,6,0,6,6,0,6,0,0,6,0,0,6,72,72,65,7,17,1,10,52,65,23,42,68,42,238,101,137,52,35,119,32,955.857146499437,41532.6089335353
-85378.0595734806,-101402.870500308,37638,11062102302,11,1106,110621,110621023,023,02,02302,11062102302,1,17,170,3,0,3,3,0,3,0,3,0,0,0,0,91,91,74,14,34,3,45,25,77,48,29,50,15,179,77,102,23,12,75,69,1281.75965192986,85302.9787290465
-88077.9034700981,-101258.19635,37639,11065402805,11,1106,110654,110654028,028,05,02805,11065402805,1,17,170,10,0,10,10,0,10,0,10,0,0,0,0,63,63,47,16,1,0,36,4,47,35,12,23,12,90,36,54,13,6,39,32,344.795271254747,6777.39594142231
-91870.9609927835,-101307.521849832,37640,11060803503,11,1106,110608,110608035,035,03,03503,11060803503,1,17,170,21,0,21,18,0,21,0,11,10,0,0,0,354,354,275,79,88,203,225,29,275,183,92,179,79,622,285,337,62,65,281,214,721.119332210698,31078.4715424386
-88017.5295275054,-101241.245249624,37641,11065402806,11,1106,110654,110654028,028,06,02806,11065402806,1,17,170,21,0,21,19,0,21,0,21,0,0,0,4,127,127,92,35,2,0,65,16,92,61,31,49,24,200,84,116,24,17,111,48,579.260550067595,13774.1857915186
-89989.0361202268,-101299.603000495,37642,11063901202,11,1106,110639,110639012,012,02,01202,11063901202,1,17,170,7,0,6,7,0,7,0,0,7,0,0,6,163,162,133,29,119,16,14,113,133,76,57,100,44,352,164,188,29,52,193,78,825.015360637328,33400.169489367
-90097.1705923471,-101299.602999505,37643,11063901203,11,1106,110639,110639012,012,03,01203,11063901203,1,17,170,3,0,3,1,0,3,0,0,3,0,0,0,102,102,78,24,67,78,60,10,78,52,26,62,23,184,85,99,13,26,89,56,1289.65743146743,48864.4009027629
-90228.6473737175,-101244.001949519,37644,11063901901,11,1106,110639,110639019,019,01,01901,11063901901,1,17,170,31,0,30,28,0,31,0,0,10,21,0,1,470,469,321,148,234,318,230,58,321,195,126,238,121,810,368,442,96,118,403,193,719.990638418757,33992.6008709295
-85832.2774923497,-101326.948449333,37645,11062102504,11,1106,110621,110621025,025,04,02504,11062102504,1,17,170,24,0,23,24,1,23,0,0,24,0,0,19,229,228,208,20,20,10,82,119,208,90,118,177,76,631,310,321,65,79,332,155,1065.40993257039,34381.4262406655
-84924.4859950339,-101255.546749708,37646,11062100901,11,1106,110621,110621009,009,01,00901,11062100901,1,17,170,3,0,3,3,0,3,0,3,0,0,0,1,210,210,185,25,83,3,74,104,185,125,60,135,44,427,199,228,49,37,176,165,509.277944608419,14653.0253725666
-91385.5664300781,-101350.956200992,37647,11063902508,11,1106,110639,110639025,025,08,02508,11063902508,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832.69257753508,45641.9552070227
-93088.4564855651,-101266.303549104,37648,11060800301,11,1106,110608,110608003,003,01,00301,11060800301,1,17,170,40,2,38,37,2,38,2,33,5,0,0,0,373,373,267,106,34,53,141,109,267,206,61,138,58,509,224,285,56,31,244,178,758.007457246026,21404.4776873226
-89865.8916086642,-101281.695549376,37649,11063901204,11,1106,110639,110639012,012,04,01204,11063901204,1,17,170,6,0,6,0,0,6,0,0,0,6,0,3,195,195,129,66,117,127,69,44,129,110,19,62,26,228,106,122,27,16,176,9,866.929385197919,35487.4622144992
-84250.3905624638,-101203.526599641,37650,11062102305,11,1106,110621,110621023,023,05,02305,11062102305,1,17,170,5,2,3,5,2,3,0,0,2,0,3,1,81,81,6,75,5,5,5,0,6,5,1,4,1,12,5,7,0,1,10,1,1829.92614826514,147406.99362928
-90727.1094691699,-101150.61764986,37651,11063902703,11,1106,110639,110639027,027,03,02703,11063902703,1,17,170,18,6,11,15,6,12,6,10,2,0,0,1,256,254,205,49,55,136,134,51,212,166,46,109,41,431,201,230,62,32,214,123,2339.96970576954,254364.408920442
-86795.6235988839,-100918.549800012,37652,11065401404,11,1106,110654,110654014,014,04,01404,11065401404,1,17,170,6,0,6,4,0,6,0,6,0,0,0,3,63,63,51,12,4,2,25,23,51,33,18,34,19,117,57,60,19,12,61,25,362.183503526488,8396.46185313057
-91392.9236108552,-101118.515049581,37653,11063902509,11,1106,110639,110639025,025,09,02509,11063902509,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610.20494453298,157655.843328795
-83689.1344533148,-100985.691750064,37654,11066200801,11,1106,110662,110662008,008,01,00801,11066200801,1,17,170,9,0,9,7,0,9,0,0,1,8,0,0,138,138,84,54,81,84,47,32,84,53,31,60,38,200,108,92,45,16,126,13,728.889860843119,28249.3165396963
-86674.8613879135,-105469.364049997,37655,11066700103,11,1106,110667,110667001,001,03,00103,11066700103,1,17,170,9,4,5,9,4,5,9,0,0,0,0,6,37,37,24,13,1,0,3,19,24,19,5,7,3,41,16,25,3,2,26,10,187.968702122428,1892.43766570544
-93524.6741193767,-105484.727100009,37656,11060100512,11,1106,110601,110601005,005,12,00512,11060100512,1,17,170,39,39,0,39,39,0,2,37,0,0,0,11,39,39,31,8,1,4,29,1,31,17,14,29,12,82,37,45,9,11,42,20,560.275137321081,7481.98646951012
-86694.1915791031,-101310.3975,37657,11065401401,11,1106,110654,110654014,014,01,01401,11065401401,1,17,170,7,5,0,7,3,4,0,5,0,1,1,3,9,6,3,3,2,3,3,0,3,2,1,3,1,52,14,38,3,0,5,44,1743.82017388617,58745.5431367811
-89960.0294954633,-105455.542200881,37658,11065900301,11,1106,110659,110659003,003,01,00301,11065900301,1,17,170,16,1,14,13,2,14,3,10,1,1,1,2,164,163,125,38,21,26,61,58,125,100,25,63,29,244,103,141,26,20,117,81,1007.24756424714,53568.9710521419
-93206.4998151856,-105393.366550117,37659,11060100514,11,1106,110601,110601005,005,14,00514,11060100514,1,17,170,27,27,0,27,27,0,0,22,1,0,4,5,27,27,22,5,7,9,18,1,22,13,9,17,6,52,26,26,8,0,25,19,457.113944143431,10263.1343290471
-88836.2600209227,-105507.580200031,37660,11066001006,11,1106,110660,110660010,010,06,01006,11066001006,1,17,170,25,10,14,21,8,17,19,4,1,0,1,7,99,98,65,33,9,11,28,28,65,46,19,37,18,144,73,71,23,7,83,31,1118.22944894056,73668.7130212299
-88343.2099364225,-105362.858400365,37661,11066100906,11,1106,110661,110661009,009,06,00906,11066100906,1,17,170,17,5,12,8,5,12,11,6,0,0,0,12,97,97,65,32,11,17,18,40,65,46,19,33,13,132,56,76,12,11,74,35,528.05443153048,8534.01586506094
-87183.7352542986,-105383.299049719,37662,11066501620,11,1106,110665,110665016,016,20,01620,11066501620,1,17,170,26,4,22,17,6,20,25,1,0,0,0,11,132,132,76,56,8,0,8,63,76,59,17,35,7,153,87,66,6,13,105,29,805.273457989933,10730.7691647006
-86130.502050847,-105438.799199318,37663,11066700205,11,1106,110667,110667002,002,05,00205,11066700205,1,17,170,48,19,29,41,15,33,48,0,0,0,0,37,163,163,89,74,3,0,29,54,89,70,19,44,15,162,81,81,17,10,93,42,935.176743237231,21210.511755561
-87083.7321575882,-105358.441799587,37664,11066501306,11,1106,110665,110665013,013,06,01306,11066501306,1,17,170,11,0,11,4,0,11,10,0,1,0,0,4,67,67,47,20,0,1,10,34,47,31,16,26,14,111,64,47,10,14,69,18,477.08537224778,10683.5709378802
-88050.3089750241,-105342.206700227,37665,11066101711,11,1106,110661,110661017,017,11,01711,11066101711,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.212847284714,4859.95911516236
-86283.4595253127,-105367.14789969,37666,11066700206,11,1106,110667,110667002,002,06,00206,11066700206,1,17,170,15,11,4,11,10,5,11,4,0,0,0,10,25,25,22,3,3,0,5,16,22,20,2,7,3,35,16,19,4,2,22,7,722.807674160695,18387.8150130506
-88471.4494857132,-105345.414300902,37667,11066101004,11,1106,110661,110661010,010,04,01004,11066101004,1,17,170,15,0,15,6,0,15,15,0,0,0,0,8,67,67,44,23,6,2,13,25,44,26,18,26,18,99,45,54,11,13,48,27,306.974590624679,4654.87823473604
-91058.5621037351,-105310.552299971,37668,11060201410,11,1106,110602,110602014,014,10,01410,11060201410,1,17,170,9,4,5,9,5,4,9,0,0,0,0,6,37,37,30,7,4,5,24,5,30,19,11,18,11,64,27,37,7,8,39,10,287.771644993411,3414.53639549204
-87439.2194931922,-105310.413250323,37669,11065600601,11,1106,110656,110656006,006,01,00601,11065600601,1,17,170,12,2,10,7,0,12,10,2,0,0,0,3,46,46,30,15,3,0,4,23,31,20,11,17,8,82,49,33,10,5,59,8,313.985121224734,4033.32776725398
-86157.9867742027,-105360.211450441,37670,11066700207,11,1106,110667,110667002,002,07,00207,11066700207,1,17,170,26,11,15,23,11,15,22,4,0,0,0,20,92,92,42,50,2,0,6,34,42,34,8,20,6,76,34,42,5,8,51,12,507.969500898636,11623.0317417954
-89602.5828382708,-105376.122149646,37671,11066001903,11,1106,110660,110660019,019,03,01903,11066001903,1,17,170,23,2,21,22,3,20,5,8,3,6,1,13,220,220,174,46,53,57,90,69,174,123,51,93,48,374,182,192,56,41,197,80,589.246776295892,19754.9401224634
-89059.8669984849,-105343.034699776,37672,11065902201,11,1106,110659,110659022,022,01,02201,11065902201,1,17,170,12,0,12,7,2,10,5,3,1,2,1,1,65,65,51,14,8,14,18,27,51,36,15,28,15,104,50,54,17,6,60,21,352.044553158814,4885.79944469769
-88672.4653280295,-105329.67214959,37673,11066101103,11,1106,110661,110661011,011,03,01103,11066101103,1,17,170,24,3,21,18,2,22,23,0,1,0,0,14,122,122,65,57,5,1,24,39,65,54,11,31,13,116,50,66,10,10,65,31,344.057534124156,5853.17364696926
-88373.2579950025,-105319.183450568,37674,11066101006,11,1106,110661,110661010,010,06,01006,11066101006,1,17,170,12,4,8,8,3,9,12,0,0,0,0,7,50,50,31,19,1,2,10,18,31,24,7,10,3,54,26,28,5,3,31,15,350.423211157905,4280.63142627082
-89751.1531562252,-105422.196950073,37675,11065900302,11,1106,110659,110659003,003,02,00302,11065900302,1,17,170,35,9,25,31,9,26,11,16,2,4,2,12,251,250,197,53,53,90,111,75,197,143,54,103,46,418,184,234,61,36,207,114,986.353877366499,37308.9504768523
-90047.5955954285,-101887.424650461,37676,11063901603,11,1106,110639,110639016,016,03,01603,11063901603,1,17,170,37,0,23,17,0,37,8,27,1,0,1,6,325,324,246,78,17,13,114,108,246,186,60,116,56,469,217,252,52,41,275,101,706.607318904401,23789.5632536779
-93406.4298034168,-101800.179500042,37677,11060802101,11,1106,110608,110608021,021,01,02101,11060802101,1,17,170,23,23,0,23,23,0,0,23,0,0,0,4,23,23,16,7,1,7,14,1,16,9,7,11,7,42,25,17,9,5,21,7,322.810459178098,5271.62691618388
-85020.464340998,-101816.892600323,37678,11062101801,11,1106,110621,110621018,018,01,01801,11062101801,1,17,170,14,0,14,14,0,14,0,13,0,1,0,14,151,151,132,19,33,5,70,59,132,84,48,93,29,303,134,169,26,19,146,112,509.871718233076,13885.1981462866
-85120.3661339385,-101800.846899397,37679,11062101802,11,1106,110621,110621018,018,02,01802,11062101802,1,17,170,5,0,5,5,1,4,0,5,0,0,0,4,161,161,139,22,87,1,5,129,139,69,70,114,48,372,175,197,51,44,167,110,443.187126957739,11943.2243956536
-93361.7000601295,-101784.261500044,37680,11060802102,11,1106,110608,110608021,021,02,02102,11060802102,1,17,170,20,20,0,20,20,0,0,19,1,0,0,5,20,20,17,3,5,11,15,2,17,8,9,13,7,47,20,27,3,9,24,11,325.907098101262,5564.81222166914
-85159.0380943281,-103650.608400444,37681,11060700605,11,1106,110607,110607006,006,05,00605,11060700605,1,17,170,45,45,0,45,36,9,0,45,0,0,0,15,45,45,35,10,10,23,31,1,35,24,11,26,11,77,33,44,8,8,35,26,623.050574776343,10643.6131192074
-88201.8679357364,-103615.187099995,37682,11065701804,11,1106,110657,110657018,018,04,01804,11065701804,1,17,170,8,1,7,6,2,6,2,2,2,1,1,3,49,49,25,24,9,10,7,13,25,19,6,12,3,50,26,24,5,2,28,15,410.151263502482,10509.9753971933
-90335.6302364146,-103595.162050033,37683,11061000405,11,1106,110610,110610004,004,05,00405,11061000405,1,17,170,44,39,5,43,43,1,0,42,2,0,0,38,66,66,53,13,4,0,8,45,53,40,13,27,17,104,49,55,14,14,54,22,324.126003250876,4196.56160584005
-85190.0981690709,-103621.344949479,37684,11060700606,11,1106,110607,110607006,006,06,00606,11060700606,1,17,170,27,27,0,27,21,6,0,27,0,0,0,13,28,28,21,7,7,13,20,1,21,14,7,14,7,49,19,30,9,4,17,19,441.013689284024,7486.25106631346
-87190.4659929856,-103602.651700089,37685,11065601602,11,1106,110656,110656016,016,02,01602,11065601602,1,17,170,25,0,24,20,0,25,18,7,0,0,0,11,206,205,151,54,19,27,61,77,151,104,47,84,33,366,190,176,39,31,215,81,526.09803321462,12960.433735374
-86144.4092406192,-103750.766950431,37686,11066301601,11,1106,110663,110663016,016,01,01601,11066301601,1,17,170,33,0,33,32,0,33,2,26,4,1,0,0,378,378,278,100,31,3,120,139,278,186,92,163,73,619,286,333,59,64,354,142,1386.68565194996,26310.8044921984
-84749.328898377,-102069.63729974,37687,11062100501,11,1106,110621,110621005,005,01,00501,11062100501,1,17,170,27,0,27,26,27,0,0,27,0,0,0,4,107,107,92,15,14,3,51,28,92,60,32,65,22,216,96,120,18,20,97,81,778.541061270112,15762.1833526367
-90935.1548098243,-102005.31105052,37688,11063900202,11,1106,110639,110639002,002,02,00202,11063900202,1,17,170,17,0,17,17,1,16,7,8,2,0,0,0,190,190,130,60,38,60,76,47,130,95,35,77,30,262,117,145,25,29,142,66,482.464848498615,11739.0967607216
-84515.9588159215,-102120.196999311,37689,11062100502,11,1106,110621,110621005,005,02,00502,11062100502,1,17,170,2,1,0,2,2,0,0,1,1,0,0,0,3,2,2,0,0,1,1,0,2,1,1,2,1,41,18,23,0,1,7,33,1361.40382585335,79878.3025717117
-89172.797026255,-102106.94274999,37690,11065701502,11,1106,110657,110657015,015,02,01502,11065701502,1,17,170,38,0,38,34,0,38,0,19,5,14,0,31,397,397,304,93,101,105,99,184,304,230,74,162,66,610,275,335,56,65,343,146,866.134997747685,34019.2352169236
-92184.1802385763,-101977.628699908,37691,11060803002,11,1106,110608,110608030,030,02,03002,11060803002,1,17,170,12,0,12,6,0,12,0,12,0,0,0,7,204,204,169,35,8,2,117,36,169,123,46,92,39,349,147,202,39,33,164,113,406.531387421189,9921.40623764306
-86970.7891144054,-102005.751000143,37692,11065501102,11,1106,110655,110655011,011,02,01102,11065501102,1,17,170,28,0,28,26,0,28,0,28,0,0,0,0,358,358,262,96,35,11,73,164,262,180,82,132,72,550,253,297,66,59,297,128,650.854569162073,24144.7055969996
-89046.3924392184,-101963.108649276,37693,11065702003,11,1106,110657,110657020,020,03,02003,11065702003,1,17,170,15,1,14,15,1,14,0,14,1,0,0,3,93,93,68,25,0,1,23,40,68,54,14,26,11,122,59,63,8,15,71,28,297.278522603808,4199.92619264352
-89281.5027288313,-102146.944499989,37694,11065701503,11,1106,110657,110657015,015,03,01503,11065701503,1,17,170,8,0,8,7,0,8,0,0,0,8,0,0,87,87,51,36,49,51,43,5,51,18,33,46,33,171,82,89,49,23,86,13,1081.7774014519,52900.5889336429
-88470.2988343033,-101989.424399586,37695,11065701404,11,1106,110657,110657014,014,04,01404,11065701404,1,17,170,9,0,9,7,0,9,2,6,0,1,0,2,123,123,81,42,30,31,37,33,81,65,16,39,13,155,65,90,6,19,89,41,558.418581033545,19921.382219576
-88707.4081810082,-102012.116050779,37696,11065702202,11,1106,110657,110657022,022,02,02202,11065702202,1,17,170,8,0,7,7,0,8,0,5,3,0,0,3,264,264,188,76,95,153,151,18,188,118,70,114,59,429,206,223,70,46,207,106,801.193720975393,26008.812509153
-92801.4276556262,-101988.155299995,37697,11060800101,11,1106,110608,110608001,001,01,00101,11060800101,1,17,170,23,0,23,17,0,23,1,22,0,0,0,0,427,427,318,109,59,120,221,73,318,239,79,182,70,625,276,349,69,48,282,226,1588.05099846479,47987.2017618116
-86829.6789120037,-102039.683650218,37698,11065501307,11,1106,110655,110655013,013,07,01307,11065501307,1,17,170,16,0,16,11,0,16,0,16,0,0,0,9,153,153,113,40,19,27,41,64,113,83,30,53,23,219,88,131,22,16,120,61,529.302191689898,12955.4483025285
-90458.2250584074,-102067.777199848,37699,11063900102,11,1106,110639,110639001,001,02,00102,11063900102,1,17,170,72,52,20,69,50,22,50,20,2,0,0,53,261,261,203,58,8,2,80,109,203,154,49,101,45,419,167,252,40,32,234,113,1002.41283439101,27750.5863465809
-93276.8677472201,-102024.653350367,37700,11060800102,11,1106,110608,110608001,001,02,00102,11060800102,1,17,170,7,0,7,5,0,7,0,0,6,1,0,7,58,58,46,12,15,1,0,45,46,24,22,39,27,141,65,76,36,25,63,17,657.173206779911,20142.4710788299
-92041.796619911,-101964.928700142,37701,11060803003,11,1106,110608,110608030,030,03,03003,11060803003,1,17,170,18,0,18,9,0,18,0,18,0,0,0,5,292,292,220,72,5,1,145,41,220,171,49,121,45,422,190,232,45,34,189,154,553.189304153425,16243.1734592385
-84852.3041069355,-101990.231299981,37702,11062100503,11,1106,110621,110621005,005,03,00503,11062100503,1,17,170,24,0,24,24,24,0,0,24,0,0,0,2,96,96,85,11,12,5,53,24,85,56,29,62,14,194,87,107,16,9,86,83,557.869840684326,16432.3843421951
-85073.2786296571,-102004.237699664,37703,11062101702,11,1106,110621,110621017,017,02,01702,11062101702,1,17,170,10,0,10,10,0,10,0,0,10,0,0,9,110,110,102,8,16,0,66,33,102,69,33,74,27,235,106,129,27,23,101,84,623.70414215754,18190.1311727083
-84999.9951667584,-101951.280200136,37704,11062101704,11,1106,110621,110621017,017,04,01704,11062101704,1,17,170,12,0,12,12,0,12,0,0,0,12,0,2,163,163,146,17,139,142,115,24,146,63,83,110,82,387,186,201,88,36,241,22,785.832574222956,17050.2050482224
-91340.9795252137,-101859.52590065,37705,11063902401,11,1106,110639,110639024,024,01,02401,11063902401,1,17,170,35,15,19,33,30,5,30,3,0,1,1,33,124,123,86,37,22,23,51,26,86,67,19,50,16,191,81,110,14,16,93,68,467.37392588036,11148.5730119877
-89013.6300686216,-101864.440700164,37706,11065702204,11,1106,110657,110657022,022,04,02204,11065702204,1,17,170,6,0,4,6,0,6,0,1,1,4,0,0,56,53,47,6,43,1,0,45,48,30,18,30,16,134,51,83,21,23,57,33,638.227067097388,18848.1808189861
-85791.0865833928,-101977.863599943,37707,11062100201,11,1106,110621,110621002,002,01,00201,11062100201,1,17,170,19,0,19,18,0,19,0,0,19,0,0,19,331,331,300,31,78,4,78,209,300,141,159,248,136,844,411,433,105,131,455,153,875.531687671288,13997.7744084083
-92398.5496565449,-105994.908999715,37708,11060101104,11,1106,110601,110601011,011,04,01104,11060101104,1,17,170,68,63,5,68,65,3,66,2,0,0,0,65,93,93,54,39,9,0,8,43,54,33,21,38,16,129,61,68,14,19,67,29,469.663280526863,13610.2593077482
-92265.0382944363,-106038.586850359,37709,11060101305,11,1106,110601,110601013,013,05,01305,11060101305,1,17,170,47,39,8,47,38,9,39,1,5,1,1,13,96,96,64,32,5,28,37,26,64,42,22,50,21,150,71,79,22,13,65,50,605.056305039963,15601.994604076
-89990.538123255,-106079.048850252,37710,11066001602,11,1106,110660,110660016,016,02,01602,11066001602,1,17,170,23,2,20,19,2,21,8,9,4,2,0,1,185,184,139,45,44,32,58,63,139,86,53,93,44,361,163,198,64,55,175,67,892.860119746513,29544.3727152196
-87120.3173865324,-105959.467200282,37711,11066500921,11,1106,110665,110665009,009,21,00921,11066500921,1,17,170,2,0,1,1,0,2,2,0,0,0,0,0,4,3,2,1,0,0,0,2,3,1,2,0,0,10,9,1,0,1,9,0,213.591860645743,2632.61873392671
-87663.8571231687,-105238.16114974,37712,11066500412,11,1106,110665,110665004,004,12,00412,11066500412,1,17,170,5,1,4,3,0,5,3,2,0,0,0,4,19,19,6,13,2,0,0,6,6,6,0,2,0,8,3,5,0,0,5,3,545.410940172081,17849.262241618
