X,Y,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
-85278.8579298307,-99011.4372007629,37494,11063302511,11,1106,110633,110633025,025,11,02511,11063302511,1,17,170,59,58,0,59,41,18,0,56,3,0,0,9,59,58,45,13,19,41,39,4,45,25,20,30,15,104,48,56,9,10,54,31,935.903242904302,19897.1756131539
-89232.1985235523,-98979.6019495769,37495,11061801701,11,1106,110618,110618017,017,01,01701,11061801701,1,17,170,10,0,10,8,0,10,0,0,10,0,0,0,225,225,184,41,159,178,154,15,184,111,73,135,59,442,202,240,74,36,185,147,456.1377354449,13524.13562981
-91730.5388250895,-98967.696150002,37496,11061100203,11,1106,110611,110611002,002,03,00203,11061100203,1,17,170,100,100,0,100,99,1,1,73,26,0,0,81,100,100,30,70,4,1,1,26,30,19,11,16,7,62,32,30,9,7,22,24,543.797420756755,10738.6170451747
-89455.9475974111,-99002.8157496679,37497,11061802002,11,1106,110618,110618020,020,02,02002,11061802002,1,17,170,16,0,16,16,0,16,0,14,1,1,0,0,251,251,203,48,38,142,157,23,203,145,58,111,50,414,194,220,49,31,193,141,558.005551999997,17018.3845792658
-89714.4739645399,-99238.3104495975,37498,11061802804,11,1106,110618,110618028,028,04,02804,11061802804,1,17,170,17,4,13,16,0,17,0,0,6,9,2,0,223,223,188,35,140,188,147,28,188,103,85,130,92,473,232,241,115,42,294,22,1990.20158755827,106161.367359086
-89499.0876749029,-99127.0808997296,37499,11061802805,11,1106,110618,110618028,028,05,02805,11061802805,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.30878468444,67147.4960239291
-90178.6958528618,-99043.3578996941,37500,11061803304,11,1106,110618,110618033,033,04,03304,11061803304,1,17,170,11,0,11,11,0,11,0,0,6,5,0,2,262,262,182,80,168,179,123,45,182,131,51,90,57,376,187,189,69,30,258,19,877.173450985606,45794.6111589185
-86574.348518714,-103543.029449093,37507,11066302702,11,1106,110663,110663027,027,02,02702,11066302702,1,17,170,16,0,16,14,0,16,0,15,1,0,0,9,151,151,118,33,8,0,31,81,118,88,30,56,22,232,106,126,28,12,125,67,364.767001865846,6343.34304002925
-87454.4840427764,-103565.40725006,37508,11065603102,11,1106,110656,110656031,031,02,03102,11065603102,1,17,170,34,0,34,29,8,26,15,16,1,1,1,19,296,296,233,63,48,64,99,115,233,167,66,131,54,508,232,276,56,47,295,110,929.015729232186,35907.3085130131
-90596.4531910386,-103623.92449917,37509,11061000406,11,1106,110610,110610004,004,06,00406,11061000406,1,17,170,2,1,0,2,2,0,1,0,1,0,0,1,3,2,2,0,1,2,0,0,2,2,0,0,0,120,37,83,0,0,6,114,895.242990005115,44156.8156098642
-84746.1589218374,-103784.674699947,37510,11060701203,11,1106,110607,110607012,012,03,01203,11060701203,1,17,170,27,7,18,23,10,17,11,13,2,0,1,21,173,169,130,39,7,12,38,83,133,88,45,76,38,342,188,154,37,28,194,83,1805.24134876837,82538.5592367742
-88335.2322965901,-103601.329250543,37511,11065701805,11,1106,110657,110657018,018,05,01805,11065701805,1,17,170,25,4,21,19,1,24,10,8,5,1,1,13,155,155,111,44,52,62,58,44,111,64,47,65,34,277,150,127,32,37,161,47,727.341563217472,30188.9660647524
-87443.5618295003,-105939.66155,37512,11066501704,11,1106,110665,110665017,017,04,01704,11066501704,1,17,170,3,1,2,1,0,3,3,0,0,0,0,0,5,5,5,0,0,0,0,5,5,2,3,4,2,16,9,7,2,4,9,1,240.179138609299,3161.16971647162
-88142.5138461362,-105912.419400008,37513,11066101501,11,1106,110661,110661015,015,01,01501,11066101501,1,17,170,8,1,7,6,1,7,8,0,0,0,0,4,42,42,28,14,0,0,4,23,28,21,7,15,7,57,27,30,3,7,35,12,157.77573362092,1503.46035119147
-89119.4061951517,-105932.764999372,37514,11066002108,11,1106,110660,110660021,021,08,02108,11066002108,1,17,170,24,6,18,20,1,23,23,1,0,0,0,12,86,86,70,16,7,2,23,42,70,57,13,34,11,138,58,80,14,5,75,44,306.533859820192,4468.12417449816
-88178.7661265685,-105901.872499851,37515,11066101502,11,1106,110661,110661015,015,02,01502,11066101502,1,17,170,8,1,7,5,0,8,8,0,0,0,0,4,26,26,15,11,1,1,2,12,15,11,4,8,3,31,16,15,4,1,19,7,121.660277479058,890.426941418276
-87407.5384874382,-105929.017049999,37516,11066501705,11,1106,110665,110665017,017,05,01705,11066501705,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.480061132941,2930.89587755328
-86784.6282249216,-105912.444300093,37517,11066501004,11,1106,110665,110665010,010,04,01004,11066501004,1,17,170,8,1,7,4,0,8,6,1,1,0,0,7,56,56,34,22,5,2,19,15,34,22,12,20,9,76,34,42,12,3,47,14,499.681477180154,4961.15171361731
-87127.2592918822,-105912.440050007,37518,11066501005,11,1106,110665,110665010,010,05,01005,11066501005,1,17,170,5,1,4,3,0,5,5,0,0,0,0,5,19,19,9,10,2,0,2,7,9,9,0,6,1,17,9,8,1,0,10,6,190.812724705205,2407.75551914258
-87372.5754661358,-105918.626050008,37519,11066501706,11,1106,110665,110665017,017,06,01706,11066501706,1,17,170,2,0,1,1,0,2,2,0,0,0,0,1,3,2,1,1,0,0,0,1,1,1,0,1,0,5,2,3,0,1,2,2,235.344670505523,2980.35477824949
-88001.6477843786,-105927.105150039,37520,11066100209,11,1106,110661,110661002,002,09,00209,11066100209,1,17,170,7,0,7,5,1,6,3,0,3,1,0,0,63,63,24,39,6,14,21,2,24,20,4,13,5,45,21,24,4,3,25,13,313.168027834269,6084.69813056139
-89339.0168587032,-105943.091050008,37521,11066000801,11,1106,110660,110660008,008,01,00801,11066000801,1,17,170,17,8,9,14,0,17,16,0,0,1,0,3,57,57,29,28,5,5,11,17,29,18,11,19,11,73,34,39,16,9,30,18,369.338927135938,7644.07674269136
-88075.3384610704,-105895.315200038,37522,11066100210,11,1106,110661,110661002,002,10,00210,11066100210,1,17,170,3,0,3,2,0,3,1,2,0,0,0,2,20,20,10,10,1,0,2,8,10,8,2,3,1,18,12,6,0,1,15,2,209.077000657639,2384.68959523544
-88407.135269925,-105922.232150019,37523,11066100401,11,1106,110661,110661004,004,01,00401,11066100401,1,17,170,21,0,21,11,0,21,21,0,0,0,0,4,83,83,42,41,1,2,22,19,42,33,9,18,5,74,38,36,4,4,51,15,236.343194543996,3112.96869813278
-87534.6532412743,-105995.254900956,37524,11066501707,11,1106,110665,110665017,017,07,01707,11066501707,1,17,170,7,2,5,5,1,6,5,0,2,0,0,1,44,44,20,24,13,13,12,7,20,16,4,11,2,38,20,18,4,1,16,17,633.892200132623,15127.8607870043
-88532.0296674222,-105081.49215001,37525,11066600109,11,1106,110666,110666001,001,09,00109,11066600109,1,17,170,14,2,12,9,1,13,10,0,1,1,2,6,66,66,35,31,2,1,13,20,35,25,10,21,8,77,36,41,11,4,43,19,235.976528399408,3420.64816722941
-87904.2683153708,-105129.316900085,37526,11066600903,11,1106,110666,110666009,009,03,00903,11066600903,1,17,170,20,4,16,14,2,18,16,4,0,0,0,14,81,81,52,29,3,1,21,29,52,42,10,21,9,106,49,57,6,9,71,20,585.371345326354,15104.7572322698
-88105.5916036911,-105095.864499993,37527,11066600704,11,1106,110666,110666007,007,04,00704,11066600704,1,17,170,13,5,8,10,1,12,7,5,1,0,0,3,59,59,31,28,5,6,12,18,31,24,7,11,6,58,35,23,7,4,38,9,335.449458878642,5237.50214521708
-85874.2725269091,-105116.612250681,37528,11066701001,11,1106,110667,110667010,010,01,01001,11066701001,1,17,170,16,4,12,15,6,10,7,6,0,2,1,8,74,74,53,21,5,13,12,40,53,41,12,27,12,102,51,51,10,6,65,21,608.169133162331,9504.39884571507
-85069.5045171412,-99630.8551991798,37529,11063302002,11,1106,110633,110633020,020,02,02002,11063302002,1,17,170,59,52,2,59,5,54,0,50,8,1,0,4,69,64,52,12,12,49,43,4,52,25,27,41,21,227,95,132,30,15,84,98,975.36674843276,31936.2716572859
-84537.4634991766,-99794.3849995283,37530,11063302107,11,1106,110633,110633021,021,07,02107,11063302107,1,17,170,5,1,4,4,1,4,0,1,0,4,0,1,118,118,90,28,87,87,61,19,90,60,30,46,29,189,88,101,23,22,124,20,1992.01386368112,183041.700499475
-91130.8914381943,-99609.910249691,37531,11061100502,11,1106,110611,110611005,005,02,00502,11061100502,1,17,170,10,0,10,10,0,10,0,5,5,0,0,10,94,94,88,6,23,0,21,66,88,48,40,72,32,229,105,124,22,32,132,43,470.705735010517,7749.19941020368
-85091.0253722904,-101043.555700027,37532,11062102004,11,1106,110621,110621020,020,04,02004,11062102004,1,17,170,5,0,5,4,0,5,0,3,2,0,0,0,339,339,276,63,155,35,186,79,276,196,80,174,56,575,271,304,45,46,295,189,916.291466804909,40729.899489398
-86130.474217189,-101053.439699995,37533,11062100702,11,1106,110621,110621007,007,02,00702,11062100702,1,17,170,27,0,27,26,0,27,0,10,17,0,0,21,309,309,268,41,108,8,161,98,268,149,119,217,91,699,308,391,78,76,370,175,927.217398518383,27501.9996264527
-93204.8081810926,-100951.554299604,37534,11060801101,11,1106,110608,110608011,011,01,01101,11060801101,1,17,170,11,0,11,8,0,11,0,0,11,0,0,11,268,268,227,41,39,16,192,24,227,148,79,156,63,504,241,263,58,34,238,174,495.463371530675,13953.0349941195
-92472.3327587203,-100988.779399984,37535,11060802901,11,1106,110608,110608029,029,01,02901,11060802901,1,17,170,17,0,17,17,0,17,3,14,0,0,0,0,311,311,240,71,61,6,138,82,240,183,57,132,51,460,197,263,54,27,203,176,628.179246092323,19577.2217329278
-87714.5410013839,-100961.381149997,37536,11065401703,11,1106,110654,110654017,017,03,01703,11065401703,1,17,170,15,0,15,10,0,15,0,15,0,0,0,9,94,94,72,22,2,1,37,31,72,52,20,40,20,154,73,81,20,22,72,40,468.905881331651,11528.1186597428
-88061.3053071397,-100966.145450309,37537,11065403001,11,1106,110654,110654030,030,01,03001,11065403001,1,17,170,16,0,16,14,0,16,0,16,0,0,0,10,114,114,98,16,3,6,69,20,98,62,36,56,29,215,100,115,31,17,111,56,600.925017737291,9464.13209613062
-92601.1486341277,-100935.529949997,37538,11060800803,11,1106,110608,110608008,008,03,00803,11060800803,1,17,170,7,0,7,6,0,7,0,7,0,0,0,3,123,123,94,29,15,0,43,44,94,78,16,40,9,161,64,97,7,12,66,76,327.545260210113,6561.2931949598
-83686.8441804375,-100577.11440021,37539,11066200604,11,1106,110662,110662006,006,04,00604,11066200604,1,17,170,9,0,9,8,0,9,0,0,1,8,0,0,144,144,105,39,90,105,74,30,105,53,52,77,54,271,130,141,60,32,153,26,521.055521687195,15044.314530462
-92298.9196346322,-100703.078150234,37540,11060801803,11,1106,110608,110608018,018,03,01803,11060801803,1,17,170,11,0,10,9,1,10,0,3,7,1,0,11,120,119,100,19,60,11,49,45,100,63,37,68,26,240,122,118,22,18,145,55,1136.63286612764,44649.766949728
-91676.7114330571,-100582.486349887,37541,11061100602,11,1106,110611,110611006,006,02,00602,11061100602,1,17,170,8,0,8,6,0,8,0,4,4,0,0,8,374,374,313,61,143,114,238,35,313,228,85,179,68,631,287,344,69,45,297,220,731.273218722541,22793.6497315885
-91563.8296700443,-100514.825949517,37542,11061101302,11,1106,110611,110611013,013,02,01302,11061101302,1,17,170,4,0,4,3,0,4,0,4,0,0,0,0,177,177,154,23,89,97,125,13,154,98,56,103,40,357,154,203,43,27,169,118,530.738300708293,13898.4142383973
-88982.0356882462,-105494.696299665,37543,11066001005,11,1106,110660,110660010,010,05,01005,11066001005,1,17,170,21,3,18,18,3,18,13,7,0,1,0,2,103,103,78,25,8,10,39,29,78,51,27,49,25,174,75,99,28,18,92,36,523.667799359444,10803.3486167328
-87580.6130218657,-105465.455299748,37544,11066501617,11,1106,110665,110665016,016,17,01617,11066501617,1,17,170,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,335.083134935984,5055.72310223951
-93214.9627525661,-105476.093499513,37545,11060100722,11,1106,110601,110601007,007,22,00722,11060100722,1,17,170,32,32,0,32,32,0,0,32,0,0,0,5,32,32,25,7,5,3,20,3,25,18,7,17,7,52,25,27,6,4,25,17,505.301832884651,9175.11385390665
-86612.7279032733,-105455.483050188,37546,11066700105,11,1106,110667,110667001,001,05,00105,11066700105,1,17,170,55,24,31,49,21,34,53,2,0,0,0,37,181,181,102,79,22,14,40,56,102,71,31,55,25,214,96,118,21,25,118,50,435.897580619004,10208.8783723298
-86818.5073796346,-105432.693500744,37547,11066501305,11,1106,110665,110665013,013,05,01305,11066501305,1,17,170,21,7,14,15,8,13,19,1,1,0,0,7,69,69,44,25,0,0,15,28,44,35,9,19,5,79,34,45,2,7,45,25,783.114779836554,12536.1981732367
-88624.5217675793,-105421.086500191,37548,11066100503,11,1106,110661,110661005,005,03,00503,11066100503,1,17,170,17,0,17,15,0,17,13,2,0,2,0,6,109,109,71,38,3,7,20,46,71,61,10,30,9,125,56,69,7,8,86,24,295.838665657288,5152.51338951123
-86366.0170736591,-105476.615399451,37549,11066700204,11,1106,110667,110667002,002,04,00204,11066700204,1,17,170,42,23,19,29,24,18,35,6,1,0,0,28,130,130,75,55,4,3,34,38,75,56,19,46,13,153,78,75,13,10,89,41,660.27450527674,25894.7574573152
-88383.8997468164,-105458.820199709,37550,11066100904,11,1106,110661,110661009,009,04,00904,11066100904,1,17,170,25,1,24,14,1,24,12,8,0,4,1,15,175,175,120,55,7,3,39,70,120,96,24,51,19,209,103,106,13,13,137,46,574.269831245579,9656.70463004555
-88588.1155616151,-105395.26399995,37551,11066101101,11,1106,110661,110661011,011,01,01101,11066101101,1,17,170,13,3,10,7,4,9,13,0,0,0,0,4,49,49,31,18,2,0,10,12,31,30,1,8,1,42,19,23,0,1,28,13,250.075781302357,3059.25130942396
-91165.470343664,-105385.164449377,37552,11060201405,11,1106,110602,110602014,014,05,01405,11060201405,1,17,170,9,9,0,8,9,0,9,0,0,0,0,6,17,17,13,4,4,2,13,0,13,5,8,10,6,35,18,17,5,3,19,8,225.969773787841,2588.30976356093
-88051.0447674476,-105401.679700721,37553,11066101703,11,1106,110661,110661017,017,03,01703,11066101703,1,17,170,22,1,21,11,0,22,22,0,0,0,0,21,102,102,51,51,2,0,22,24,51,40,11,22,10,99,55,44,13,6,54,26,302.198160888709,3676.87980591175
-87487.2534986548,-105415.627050033,37554,11066501618,11,1106,110665,110665016,016,18,01618,11066501618,1,17,170,1,0,1,1,0,1,0,1,0,0,0,0,6,6,1,5,0,0,0,1,1,1,0,1,0,2,1,1,0,0,1,1,288.91276942018,4461.70917499073
-91055.0584277481,-105403.291000395,37555,11060201406,11,1106,110602,110602014,014,06,01406,11060201406,1,17,170,6,5,1,5,6,0,5,0,1,0,0,2,12,12,11,1,4,2,9,1,11,8,3,7,4,23,11,12,1,4,12,6,243.758768033861,2619.93004579568
-88483.8858393692,-105408.534950046,37556,11066101002,11,1106,110661,110661010,010,02,01002,11066101002,1,17,170,18,5,13,7,3,15,12,3,0,3,0,9,62,62,33,29,2,2,18,14,33,31,2,13,1,51,24,27,0,3,36,12,270.391312872361,4076.60726684454
-90504.5128437072,-105443.909400228,37557,11065900202,11,1106,110659,110659002,002,02,00202,11065900202,1,17,170,77,66,11,77,71,6,46,29,1,0,1,69,136,136,110,26,17,9,18,87,110,71,39,69,43,268,126,142,56,34,143,35,477.648925118012,11799.0989156966
-87413.9781259124,-105392.456850311,37558,11066501619,11,1106,110665,110665016,016,19,01619,11066501619,1,17,170,5,2,2,5,1,4,0,4,1,0,0,1,12,11,6,5,0,0,0,3,6,2,4,4,2,23,16,7,5,1,15,2,400.972325349224,8183.48201986294
-88004.5869633386,-105397.73575,37559,11066101704,11,1106,110661,110661017,017,04,01704,11066101704,1,17,170,19,2,17,8,1,18,19,0,0,0,0,17,76,76,48,28,4,1,10,35,48,35,13,20,10,94,47,47,11,8,61,14,254.619722408453,3019.72342379523
-88159.5019831422,-105386.649699969,37560,11066101705,11,1106,110661,110661017,017,05,01705,11066101705,1,17,170,8,1,7,6,1,7,7,0,0,1,0,1,26,26,15,11,2,6,10,5,15,9,6,10,7,40,18,22,11,4,19,6,241.897363699789,2529.22417967403
-88187.9997258924,-105389.366199857,37561,11066101706,11,1106,110661,110661017,017,06,01706,11066101706,1,17,170,11,4,7,10,2,9,11,0,0,0,0,9,48,48,28,20,2,3,6,20,28,23,5,12,5,47,23,24,5,5,24,13,257.070493274619,2958.30961068999
-88216.7874206168,-105384.233050106,37562,11066101708,11,1106,110661,110661017,017,08,01708,11066101708,1,17,170,10,3,7,7,1,9,10,0,0,0,0,7,36,36,27,9,3,0,3,24,27,20,7,16,8,57,23,34,8,6,32,11,257.724564692193,2639.99940302457
-86495.1656717005,-105437.128250482,37563,11066700401,11,1106,110667,110667004,004,01,00401,11066700401,1,17,170,35,19,16,27,20,15,35,0,0,0,0,24,91,91,60,31,2,2,17,39,60,50,10,25,7,103,44,59,10,7,60,26,646.718230872364,23473.2437656446
-87845.6375552554,-105458.152499719,37564,11066101614,11,1106,110661,110661016,016,14,01614,11066101614,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677.98300969516,24160.494296544
-88277.9436549785,-105369.170499476,37565,11066100905,11,1106,110661,110661009,009,05,00905,11066100905,1,17,170,2,1,0,2,1,1,2,0,0,0,0,1,2,1,1,0,1,0,0,0,1,1,0,1,0,37,1,36,0,1,30,6,277.009636020878,4339.28771844074
-88106.2246716424,-105368.224949767,37566,11066101709,11,1106,110661,110661017,017,09,01709,11066101709,1,17,170,9,0,9,5,1,8,9,0,0,0,0,7,42,42,27,15,1,0,2,23,27,21,6,9,5,49,30,19,3,2,35,9,240.805053517114,2856.28689575651
-88516.2360484334,-105384.65015014,37567,11066101003,11,1106,110661,110661010,010,03,01003,11066101003,1,17,170,14,1,13,9,1,13,13,0,0,1,0,8,70,70,36,34,2,2,13,21,36,30,6,18,6,65,31,34,4,6,39,16,251.242748000388,3362.93454932451
-91093.6960507947,-105419.188499798,37568,11060201407,11,1106,110602,110602014,014,07,01407,11060201407,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,1,5,1,425.300252433082,8631.31720390602
-87973.7038570735,-105382.555200008,37569,11066101710,11,1106,110661,110661017,017,10,01710,11066101710,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.353725310495,3697.02927707427
-88556.1642496683,-105387.68295051,37570,11066101102,11,1106,110661,110661011,011,02,01102,11066101102,1,17,170,11,3,8,7,3,8,10,0,1,0,0,0,47,47,24,23,1,2,12,10,24,17,7,13,5,51,23,28,3,8,26,14,242.536192567317,3168.91857976445
-87209.4483055928,-105397.726199927,37571,11066501208,11,1106,110665,110665012,012,08,01208,11066501208,1,17,170,29,13,16,21,15,14,26,1,2,0,0,17,73,73,55,18,3,0,13,39,55,41,14,23,12,121,70,51,7,15,77,22,350.167609270394,3067.34188980399
-91181.4784227073,-105356.026599062,37572,11060201408,11,1106,110602,110602014,014,08,01408,11060201408,1,17,170,9,5,4,9,5,4,9,0,0,0,0,8,34,34,28,6,4,4,22,3,28,18,10,16,9,61,29,32,8,6,26,21,315.526211230886,3793.69002379779
-91061.9090189633,-105353.15155027,37573,11060201409,11,1106,110602,110602014,014,09,01409,11060201409,1,17,170,9,8,1,9,8,1,8,0,0,1,0,0,18,18,17,1,5,3,12,4,17,7,10,15,8,47,22,25,7,4,23,13,222.415143715322,2558.22072876715
-88359.5362407673,-103747.224749727,37574,11065701803,11,1106,110657,110657018,018,03,01803,11065701803,1,17,170,12,1,11,6,1,11,1,10,0,0,1,8,101,101,64,37,16,9,28,29,64,35,29,47,22,176,84,92,20,30,101,25,844.580840787604,23265.7284629542
-84967.756186845,-103615.160950799,37575,11060700603,11,1106,110607,110607006,006,03,00603,11060700603,1,17,170,18,12,6,17,12,6,17,1,0,0,0,11,46,46,25,21,0,0,14,9,25,18,7,15,7,56,29,27,9,2,34,11,418.1587349198,9411.98269531066
-85117.5286383455,-103661.347049938,37576,11060700604,11,1106,110607,110607006,006,04,00604,11060700604,1,17,170,37,37,0,37,27,10,0,37,0,0,0,9,38,38,33,5,7,21,28,3,33,18,15,20,12,76,37,39,9,10,37,20,603.078235314989,9615.22751341137
-85341.7401941426,-103625.610600635,37577,11060700903,11,1106,110607,110607009,009,03,00903,11060700903,1,17,170,42,42,0,42,37,5,36,2,2,1,1,6,44,44,33,11,4,8,16,16,33,30,3,14,3,55,29,26,6,0,28,21,424.209041643878,6965.65286084549
-87042.1918277981,-103640.620450091,37578,11065602904,11,1106,110656,110656029,029,04,02904,11065602904,1,17,170,24,0,22,20,0,24,7,12,4,1,0,16,229,227,163,64,42,28,76,63,164,111,53,89,32,404,208,196,29,36,275,64,487.323162421562,12893.9335706659
-87117.4350753603,-103641.020750002,37579,11065602905,11,1106,110656,110656029,029,05,02905,11065602905,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.143851096334,13305.4877994889
-88652.1510250402,-97216.3250506872,37580,11066401703,11,1106,110664,110664017,017,03,01703,11066401703,1,17,170,38,21,17,33,22,16,0,21,5,12,0,38,225,225,199,26,71,25,34,154,199,72,127,179,112,710,356,354,188,99,360,63,1919.97893922587,110679.722643737
-86059.1448137312,-99956.9868000441,37601,11063300307,11,1106,110633,110633003,003,07,00307,11063300307,1,17,170,15,15,0,15,15,0,0,15,0,0,0,1,15,15,12,3,6,11,11,1,12,5,7,7,4,34,15,19,5,5,18,6,461.270090718139,7223.62904438851
-89016.2542788743,-99980.163699791,37602,11061800501,11,1106,110618,110618005,005,01,00501,11061800501,1,17,170,9,0,9,5,0,9,0,5,2,2,0,8,119,119,71,48,14,4,24,34,71,56,15,38,12,140,59,81,14,14,71,41,524.933925558397,14742.0372450102
-85652.3658011388,-99949.5697498037,37603,11063300904,11,1106,110633,110633009,009,04,00904,11063300904,1,17,170,5,0,5,4,0,5,0,5,0,0,0,0,59,59,51,8,19,0,46,2,51,31,20,35,16,121,59,62,8,24,48,41,621.291886397562,13200.8725339461
-85553.4905783564,-99928.1660503224,37604,11063300905,11,1106,110633,110633009,009,05,00905,11063300905,1,17,170,4,0,4,4,0,4,0,4,0,0,0,1,65,65,52,13,49,2,39,4,52,36,16,29,11,110,47,63,12,8,53,37,472.872389255556,12770.3335301955
-89435.9207944703,-99994.2682503433,37605,11061800402,11,1106,110618,110618004,004,02,00402,11061800402,1,17,170,32,0,32,27,0,32,0,0,13,15,4,7,608,608,457,151,357,450,357,71,457,266,191,314,195,1117,535,582,214,117,666,120,1198.65081367232,66915.006281017
-90616.0890988877,-99892.7646490288,37606,11061803501,11,1106,110618,110618035,035,01,03501,11061803501,1,17,170,8,0,8,8,0,8,0,0,8,0,0,0,221,221,179,42,115,176,148,18,179,107,72,133,62,431,203,228,45,62,229,95,652.29364858365,14903.0654113159
-90852.2818111449,-99875.6659494957,37607,11061100103,11,1106,110611,110611001,001,03,00103,11061100103,1,17,170,5,0,5,5,0,5,0,0,5,0,0,0,78,78,73,5,62,69,65,5,73,42,31,56,22,175,93,82,15,21,89,50,639.597735561428,13914.5554414712
-86421.8557998445,-99973.5859498892,37608,11063300308,11,1106,110633,110633003,003,08,00308,11063300308,1,17,170,21,21,0,21,21,0,0,21,0,0,0,0,21,21,18,3,10,17,16,2,18,9,9,10,7,54,26,28,12,6,27,9,1460.92186388159,64367.7476235419
-85706.3053258587,-99983.6536498158,37609,11063300501,11,1106,110633,110633005,005,01,00501,11063300501,1,17,170,3,0,3,3,0,3,0,3,0,0,0,0,102,102,85,17,58,0,74,3,85,53,32,61,25,190,86,104,17,23,92,58,707.741829401204,15777.5202333488
-88884.1384414336,-99983.2857507763,37610,11061800502,11,1106,110618,110618005,005,02,00502,11061800502,1,17,170,12,6,6,11,6,6,4,6,1,1,0,8,51,51,25,26,14,21,19,3,25,9,16,25,11,80,41,39,14,7,42,17,819.172028005312,37276.3431615216
-91012.8722761747,-99923.0383003623,37611,11061100104,11,1106,110611,110611001,001,04,00104,11061100104,1,17,170,6,0,6,5,0,6,0,0,6,0,0,0,110,110,100,10,82,100,91,3,100,52,48,75,43,252,120,132,40,34,128,50,499.988715001901,13181.2402255846
-86179.1723490609,-99938.248600263,37612,11063300309,11,1106,110633,110633003,003,09,00309,11063300309,1,17,170,22,22,0,22,22,0,0,21,0,1,0,1,22,22,20,2,9,18,17,1,20,6,14,19,7,65,35,30,10,5,38,12,525.342679721507,12421.3060750923
-85860.709245013,-98936.8051502019,37613,11063301612,11,1106,110633,110633016,016,12,01612,11063301612,1,17,170,23,23,0,23,22,1,1,19,1,1,1,2,23,23,20,3,7,17,19,0,20,11,9,18,8,55,28,27,10,4,29,12,357.687292945154,7087.43637737368
-85024.2805965843,-99012.567650962,37614,11063302512,11,1106,110633,110633025,025,12,02512,11063302512,1,17,170,20,0,19,17,0,20,0,20,0,0,0,16,286,286,223,63,60,6,165,40,223,168,55,126,50,431,184,247,46,34,204,147,953.834490776882,38345.3642773187
-87639.6186928954,-102652.267200002,37615,11065501510,11,1106,110655,110655015,015,10,01510,11065501510,1,17,170,4,0,4,1,0,4,4,0,0,0,0,0,19,19,15,4,0,0,14,0,15,7,8,9,5,43,22,21,5,11,19,8,386.078186323702,5924.41822710354
-89664.0944597938,-102656.341499985,37616,11063902302,11,1106,110639,110639023,023,02,02302,11063902302,1,17,170,18,1,17,17,1,17,2,14,2,0,0,0,218,218,141,77,17,17,65,57,141,109,32,66,35,274,123,151,32,27,157,58,415.291710280467,9995.40080940279
